Sample,IncidentNumber,Address,AlarmDt,AlarmTm,ArrivalDt,ArrivalTm,CloseDt,CloseTm,City,Zipcode,Battalion,StationArea,NeighborhoodDistrict,Lat,Long
0.000172686,17031825,0 11th Street,3/15/2017,14:25:48,3/15/2017,14:29:20,3/15/2017,14:31:47,San Francisco,94103,B02,36,Mission,37.770631,-122.412483
0.000176908,17016466,1050 North Point Street,2/7/2017,8:24:18,2/7/2017,8:30:44,2/7/2017,8:47:48,San Francisco,94109,B04,,Russian Hill,37.805247,-122.424508
0.000177374,16015701,68 Bret Harte Trail,2/8/2016,16:35:43,2/8/2016,16:41:57,2/8/2016,16:51:33,San Francisco,94133,B01,28,Russian Hill,37.804712,-122.417509
0.000178628,17052846,1880 Pine Street,5/4/2017,2:59:19,5/4/2017,3:02:00,5/4/2017,3:08:54,San Francisco,94109,B04,38,Pacific Heights,37.788899,-122.426721
0.000191465,16070964,5th St/market Street,6/27/2016,21:03:08,6/27/2016,21:18:35,6/27/2016,21:18:46,San Francisco,94103,B01,1,Tenderloin,37.783991,-122.408068
0.000194273,16090842,246 2nd Street,8/18/2016,4:09:46,8/18/2016,4:15:05,8/18/2016,5:24:29,San Francisco,94105,B03,1,Financial District/South Beach,37.786056,-122.397476
0.000212752,16038715,Alameda St/san Bruno Avenue,4/6/2016,23:25:01,4/6/2016,23:28:10,4/7/2016,0:09:03,San Francisco,94103,B02,29,Mission,37.768475,-122.405829
0.000217429,16049761,845 Market St 255,5/4/2016,23:35:43,5/4/2016,23:39:50,5/5/2016,0:01:28,San Francisco,94103,B03,1,South of Market,37.7841,-122.406145
0.000230683,17100399,450 Fell Street,8/28/2017,21:32:43,8/28/2017,21:35:34,8/28/2017,21:48:37,San Francisco,94102,B02,36,Hayes Valley,37.775698,-122.425283
0.000235333,17086734,1 South Van Ness Avenue,7/25/2017,21:02:33,7/25/2017,21:05:29,7/25/2017,21:05:43,San Francisco,94103,B02,36,Mission,37.774844,-122.418928
0.000243486,17150570,Polk St./washington St. Street,12/25/2017,22:20:56,12/25/2017,22:23:58,12/25/2017,22:24:39,San Francisco,94109,B04,41,Russian Hill,37.793258,-122.421232
0.000260139,16093549,629 Bryant Street,8/25/2016,5:24:00,8/25/2016,5:31:51,8/25/2016,5:50:50,San Francisco,94107,B03,8,South of Market,37.778991,-122.398668
0.000296429,17080002,0 Minerva Street,7/9/2017,8:58:57,7/9/2017,9:02:52,7/9/2017,9:10:47,San Francisco,94112,B09,33,Oceanview/Merced/Ingleside,37.71562,-122.462615
0.000311234,17095446,3048 16th Street,8/16/2017,22:20:38,8/16/2017,22:20:38,8/16/2017,23:15:57,San Francisco,94103,B02,7,Mission,37.76507,-122.420501
0.000332911,17046874,1200 9th Avenue,4/20/2017,11:34:01,4/20/2017,11:36:36,4/20/2017,11:37:12,San Francisco,94122,B08,22,Inner Sunset,37.76586,-122.466352
0.00036305,16041099,1 Kearny Street,4/12/2016,22:48:12,4/12/2016,22:53:03,4/12/2016,22:53:32,San Francisco,94108,B01,1,Financial District/South Beach,37.787701,-122.403532
0.000365913,17097502,945 Larkin Street,8/21/2017,18:36:27,8/21/2017,18:36:53,8/21/2017,18:45:43,San Francisco,94109,B04,3,Tenderloin,37.786693,-122.418295
0.000391377,17098244,1820 25th Street,8/23/2017,13:58:48,8/23/2017,14:04:40,8/23/2017,14:08:17,San Francisco,94107,B10,37,Potrero Hill,37.752364,-122.396787
0.000394934,17055271,1542 Shafter Avenue,5/10/2017,0:35:18,5/10/2017,0:38:31,5/10/2017,1:19:33,San Francisco,94124,B10,17,Bayview Hunters Point,37.730496,-122.389619
0.00043995,17037641,1 Mccoppin Street,3/29/2017,13:05:10,3/29/2017,13:08:32,3/29/2017,13:14:22,San Francisco,94103,B02,36,Mission,37.771691,-122.420421
0.000497462,16129791,991 Tennessee Street,11/20/2016,11:02:41,11/20/2016,11:06:04,11/20/2016,12:39:06,San Francisco,94107,B10,37,Potrero Hill,37.759275,-122.389293
0.000501568,17091330,1701 North Point Street,8/6/2017,16:53:22,8/6/2017,17:01:27,8/6/2017,17:18:33,San Francisco,94123,B04,16,Marina,37.803744,-122.435245
0.00050972,16118002,25th Av/lincoln Way,10/23/2016,0:23:58,10/23/2016,0:28:24,10/23/2016,1:48:07,San Francisco,94122,B08,22,Sunset/Parkside,37.765158,-122.483686
0.000512854,17085944,1000 Powell Street,7/23/2017,22:15:20,7/23/2017,22:19:17,7/23/2017,22:41:34,San Francisco,94108,B01,2,Chinatown,37.79393,-122.409472
0.000515383,17118663,55 Sherman Street,10/9/2017,9:25:08,10/9/2017,9:27:48,10/9/2017,9:45:45,San Francisco,94103,B03,1,South of Market,37.777009,-122.405955
0.000523749,17108100,280 Fell Street,9/13/2017,20:56:03,9/13/2017,21:01:50,9/13/2017,21:09:39,San Francisco,94102,B02,36,Hayes Valley,37.776064,-122.422449
0.000525967,17073444,0 6th Street,6/23/2017,11:58:47,6/23/2017,12:03:16,6/23/2017,12:04:28,San Francisco,94103,B03,1,South of Market,37.78097,-122.408711
0.000537438,16137938,Turk St/larkin Street,12/10/2016,13:59:50,12/10/2016,14:10:00,12/10/2016,15:27:49,San Francisco,94102,B02,3,Tenderloin,37.78238,-122.41734
0.000594577,17011314,380 Monticello Street,1/26/2017,4:03:53,1/26/2017,4:06:51,1/26/2017,4:19:06,San Francisco,94132,B09,19,Oceanview/Merced/Ingleside,37.721229,-122.470685
0.000632639,16021341,1880 Pine Street,2/22/2016,18:32:57,2/22/2016,18:36:55,2/22/2016,18:40:55,San Francisco,94109,B04,38,Pacific Heights,37.788899,-122.426721
0.000638126,17059270,1 South Van Ness Avenue,5/19/2017,22:46:04,5/19/2017,22:49:44,5/19/2017,22:52:34,San Francisco,94103,B02,36,Mission,37.774844,-122.418928
0.000676427,17119039,1394 Pacific Avenue,10/10/2017,3:16:03,10/10/2017,3:20:45,10/10/2017,3:23:25,San Francisco,94109,B01,41,Russian Hill,37.795554,-122.418129
0.000679972,17055280,0 Cumberland Street,5/10/2017,1:07:40,5/10/2017,1:12:31,5/10/2017,1:15:35,San Francisco,94110,B06,7,Castro/Upper Market,37.75903,-122.425844
0.000695959,17136855,0 80 Eb Z 8th Bryant,11/22/2017,0:41:32,11/22/2017,0:53:47,11/22/2017,2:11:21,,94103,B03,29,South of Market,37.776417,-122.404244
0.000721553,16065303,619 Chenery Street,6/14/2016,10:38:28,6/14/2016,10:43:51,6/14/2016,10:54:26,San Francisco,94131,B06,26,Glen Park,37.734506,-122.432153
0.000735554,17040185,347 Dolores Street,4/4/2017,12:27:16,4/4/2017,12:30:24,4/4/2017,12:37:33,San Francisco,94110,B02,6,Castro/Upper Market,37.763823,-122.426218
0.00077574,16048024,940 Post Street,4/30/2016,15:11:05,4/30/2016,15:15:40,4/30/2016,15:19:59,San Francisco,94109,B04,3,Nob Hill,37.787283,-122.416889
0.00077902,17093108,0 16th Street,8/11/2017,6:22:54,8/11/2017,6:25:55,8/11/2017,6:27:10,San Francisco,94110,B02,29,Mission,37.76549,-122.41242
0.000803117,16121272,2676 Folsom Street,10/31/2016,8:22:46,10/31/2016,8:29:18,10/31/2016,8:36:12,San Francisco,94110,B06,7,Mission,37.754491,-122.414358
0.000803163,17037342,1 80eb Bryant 8th St On,3/28/2017,18:38:01,3/28/2017,18:51:48,3/28/2017,19:06:41,San Francisco,94103,B03,29,South of Market,37.772924,-122.40664
0.000811396,17073159,625 Holly Park Creek,6/22/2017,18:15:05,6/22/2017,18:20:41,6/22/2017,18:34:41,San Francisco,94110,B06,32,Bernal Heights,37.736713,-122.421107
0.000823592,16099310,430 Turk Street,9/8/2016,13:27:38,9/8/2016,13:35:45,9/8/2016,13:42:11,San Francisco,94102,B02,3,Tenderloin,37.782588,-122.416225
0.000825177,16019447,835 Market Street,2/17/2016,17:59:46,2/17/2016,18:07:15,2/17/2016,18:25:46,San Francisco,94103,B03,1,South of Market,37.785166,-122.406448
0.000834899,16076116,36 Locksley Avenue,7/11/2016,2:12:52,7/11/2016,2:17:12,7/11/2016,2:17:56,San Francisco,94122,B08,20,Inner Sunset,37.758712,-122.463179
0.000853985,17146340,0 6th Avenue,12/15/2017,13:58:24,12/15/2017,14:04:14,12/15/2017,15:12:59,San Francisco,94118,B07,31,Inner Richmond,37.781019,-122.464282
0.000926252,17022624,1 Market Street,2/21/2017,16:57:53,2/21/2017,17:02:01,2/21/2017,17:13:33,San Francisco,94105,B03,13,Financial District/South Beach,37.794964,-122.393986
0.000930203,16140070,211 Gambier Street,12/15/2016,7:32:42,12/15/2016,7:37:41,12/15/2016,7:42:31,San Francisco,94134,B09,43,Excelsior,37.726701,-122.421699
0.000932334,16114297,375 Bush Street,10/13/2016,19:31:38,10/13/2016,19:41:23,10/13/2016,19:46:39,San Francisco,94108,B01,13,Financial District/South Beach,37.790767,-122.403436
0.000966963,16108342,1750 Mcallister St 1209,9/29/2016,20:38:09,9/29/2016,20:41:26,9/29/2016,21:04:04,San Francisco,94115,B05,21,Western Addition,37.777545,-122.440884
0.000974805,17019857,0 13th Street,2/14/2017,22:52:35,2/14/2017,22:54:57,2/14/2017,23:28:43,San Francisco,94103,B02,36,Mission,37.77011,-122.42001
0.000977337,17127290,373 Ellis Street,10/29/2017,15:03:21,10/29/2017,15:06:52,10/29/2017,16:21:11,San Francisco,94102,B03,3,Tenderloin,37.784858,-122.412295
0.000981413,16081422,3 Bayside Village Place,7/24/2016,20:59:07,7/24/2016,21:03:55,7/24/2016,21:19:04,San Francisco,94107,B03,8,Financial District/South Beach,37.786145,-122.389709
0.000991827,17040380,135 Stillman Street,4/4/2017,21:30:59,4/4/2017,21:35:20,4/4/2017,21:50:18,San Francisco,94107,B03,8,South of Market,37.781169,-122.397233
0.001019396,16045028,44 Lower Trail,4/22/2016,16:56:06,4/22/2016,17:01:34,4/22/2016,18:37:21,San Francisco,94114,B05,12,Castro/Upper Market,37.76284,-122.441672
0.001021038,16128496,2020 Market Street,11/17/2016,12:14:01,11/17/2016,12:18:53,11/17/2016,12:22:42,San Francisco,94114,B02,6,Castro/Upper Market,37.769131,-122.428033
0.001031758,17061396,1 Clay Street,5/24/2017,22:54:15,5/24/2017,22:59:16,5/24/2017,23:03:18,San Francisco,94111,B01,13,Financial District/South Beach,37.795681,-122.394601
0.001057587,17050367,0 5th Street,4/28/2017,17:39:06,4/28/2017,17:42:32,4/28/2017,17:50:39,San Francisco,94107,B03,8,South of Market,37.777799,-122.400302
0.001074601,17004526,3016 Jackson Street,1/10/2017,11:16:17,1/10/2017,11:21:04,1/10/2017,11:23:44,San Francisco,94115,B04,10,Pacific Heights,37.791233,-122.44482
0.001083683,16103334,Broderick St/francisco Street,9/18/2016,13:11:26,9/18/2016,13:15:01,9/18/2016,13:15:25,San Francisco,94123,B04,16,Marina,37.800696,-122.444705
0.001118642,17047310,624 Taylor Street,4/21/2017,9:57:14,4/21/2017,10:26:05,4/21/2017,11:19:05,San Francisco,94102,B01,3,Nob Hill,37.78807,-122.411652
0.001124968,16087506,1035 Gilman Avenue,8/9/2016,4:29:50,8/9/2016,4:36:38,8/9/2016,4:42:15,San Francisco,94124,B10,17,Bayview Hunters Point,37.717956,-122.388948
0.001130356,16032874,795 Sutter Street,3/23/2016,8:51:13,3/23/2016,8:57:08,3/23/2016,9:09:37,San Francisco,94109,B01,3,Nob Hill,37.788548,-122.413385
0.001137086,16116282,1455 Filbert Street,10/18/2016,20:24:14,10/18/2016,20:30:17,10/18/2016,20:41:26,San Francisco,94109,B04,16,Russian Hill,37.799511,-122.423411
0.001186332,16007252,140 Clarendon Avenue,1/18/2016,13:58:19,1/18/2016,14:06:35,1/18/2016,14:13:48,San Francisco,94117,B05,20,Inner Sunset,37.758229,-122.452622
0.001190051,17050041,0 15th Street,4/27/2017,22:44:08,4/27/2017,22:45:20,4/28/2017,0:07:17,San Francisco,94103,B02,36,Mission,37.766673,-122.419827
0.001199245,16076733,355 Mcallister Street,7/12/2016,16:39:20,7/12/2016,16:45:49,7/12/2016,16:46:45,San Francisco,94102,B02,3,Tenderloin,37.780288,-122.417837
0.001200918,17072329,3710 Sacramento Street,6/20/2017,17:53:13,6/20/2017,17:56:30,6/20/2017,18:01:19,San Francisco,94118,B07,10,Presidio Heights,37.78738,-122.453843
0.001204228,17066842,1251 Turk Street,6/7/2017,18:42:48,6/7/2017,18:46:16,6/7/2017,19:01:10,San Francisco,94115,B02,5,Western Addition,37.780746,-122.429641
0.001209944,16033281,651 Howard Street,3/24/2016,8:22:21,3/24/2016,8:24:19,3/24/2016,8:47:43,San Francisco,94105,B03,1,Financial District/South Beach,37.785801,-122.399374
0.001231178,16068037,22nd Av/taraval Street,6/21/2016,0:12:08,6/21/2016,0:18:09,6/21/2016,0:26:36,San Francisco,94116,B08,40,Sunset/Parkside,37.742908,-122.478902
0.001239465,17063982,290 Collingwood Street,5/31/2017,13:51:46,5/31/2017,13:56:40,5/31/2017,13:59:05,San Francisco,94114,B06,24,Castro/Upper Market,37.757805,-122.435914
0.001267613,16109957,Haight St/shrader Street,10/3/2016,17:27:40,10/3/2016,17:32:20,10/3/2016,18:50:43,San Francisco,94117,B05,12,Haight Ashbury,37.769351,-122.451864
0.001272777,16128720,766 Cayuga Avenue,11/17/2016,22:12:23,11/17/2016,22:17:21,11/17/2016,23:15:38,San Francisco,94112,B09,15,Outer Mission,37.725821,-122.437633
0.001274255,17030817,44 Montgomery Street,3/13/2017,6:35:45,3/13/2017,6:39:39,3/13/2017,6:45:57,San Francisco,94104,B01,13,Financial District/South Beach,37.789808,-122.401767
0.001295457,17131427,0 Alemany Bl,11/9/2017,1:23:08,11/9/2017,1:30:13,11/9/2017,2:37:30,San Francisco,94112,B09,33,Outer Mission,37.710111,-122.457066
0.001323559,17068297,0 Buena Vista East Avenue,6/11/2017,10:08:00,6/11/2017,10:13:09,6/11/2017,10:13:30,San Francisco,94117,B05,21,Haight Ashbury,37.770023,-122.439255
0.001326344,16146021,468 Clementina Street,12/29/2016,18:46:44,12/29/2016,18:51:13,12/29/2016,18:57:27,San Francisco,94103,B03,1,South of Market,37.779548,-122.405517
0.001350575,17109242,667 Mission Street,9/16/2017,17:16:22,9/16/2017,17:20:18,9/16/2017,17:33:15,San Francisco,94105,B03,1,Financial District/South Beach,37.786754,-122.401264
0.001368459,16011446,1740 Cesar Chavez Street,1/29/2016,13:08:21,1/29/2016,13:17:48,1/29/2016,13:26:28,San Francisco,94107,B10,9,Bayview Hunters Point,37.750325,-122.394061
0.001400181,16017859,1166 Howard Street,2/13/2016,20:51:52,2/13/2016,20:55:39,2/13/2016,20:57:44,San Francisco,94103,B03,1,South of Market,37.776842,-122.410946
0.00142988,17021265,433 Kearny Street,2/18/2017,10:46:25,2/18/2017,10:49:48,2/18/2017,10:53:35,San Francisco,94108,B01,13,Financial District/South Beach,37.791848,-122.404471
0.001431004,17046944,850 La Playa,4/20/2017,14:44:40,4/20/2017,14:58:06,4/20/2017,15:49:07,San Francisco,94121,B07,34,Outer Richmond,37.772355,-122.509427
0.00144699,16104189,Gough St/union Street,9/20/2016,10:41:53,9/20/2016,10:48:34,9/20/2016,11:03:04,San Francisco,94123,B04,38,Marina,37.798133,-122.427271
0.001461206,17029015,935 Sutter Street,3/9/2017,2:29:36,3/9/2017,2:45:27,3/9/2017,2:45:35,San Francisco,94109,B04,3,Nob Hill,37.788243,-122.415769
0.001493096,16098913,3898 Jackson Street,9/7/2016,14:41:54,9/7/2016,14:48:59,9/7/2016,14:54:05,San Francisco,94118,B07,10,Presidio Heights,37.789378,-122.459382
0.001513914,16102620,Mississippi St/18th Street,9/16/2016,20:52:58,9/16/2016,20:57:59,9/16/2016,21:27:54,San Francisco,94107,B03,29,Potrero Hill,37.762698,-122.394598
0.001519841,17078130,0 Gilman Avenue,7/4/2017,20:57:13,7/4/2017,21:05:06,7/4/2017,21:10:45,San Francisco,94124,B10,17,Bayview Hunters Point,37.720351,-122.391872
0.0015237,17125951,0 16th Street,10/26/2017,16:13:44,10/26/2017,16:17:18,10/26/2017,16:17:45,San Francisco,94110,B02,29,Mission,37.76549,-122.41242
0.001549814,17148941,0 17th Street,12/21/2017,19:21:19,12/21/2017,19:24:40,12/21/2017,19:30:13,San Francisco,94114,B05,6,Castro/Upper Market,37.762187,-122.440168
0.001554693,17005749,555 California Street,1/12/2017,20:22:43,1/12/2017,20:26:27,1/12/2017,20:28:14,San Francisco,94104,B01,13,Financial District/South Beach,37.792262,-122.403486
0.00156152,17044736,Jones St Street,4/15/2017,8:10:08,4/15/2017,8:15:13,4/15/2017,8:15:35,San Francisco,94102,B03,3,Tenderloin,37.784866,-122.412784
0.001568517,16041544,500 Duboce Avenue,4/14/2016,3:46:57,4/14/2016,3:50:22,4/14/2016,3:50:59,San Francisco,94117,B05,6,Haight Ashbury,37.769369,-122.431665
0.001579108,16049629,3rd St/harrison Street,5/4/2016,15:55:13,5/4/2016,16:02:57,5/4/2016,16:08:18,San Francisco,94107,B03,8,South of Market,37.782554,-122.397389
0.001580085,16117259,Van Ness Av/grove Street,10/21/2016,4:47:42,10/21/2016,4:52:01,10/21/2016,4:52:27,San Francisco,94102,B02,36,Hayes Valley,37.778251,-122.419885
0.001583999,17045613,595 Market Street,4/17/2017,13:29:26,4/17/2017,13:32:37,4/17/2017,13:36:12,San Francisco,94105,B03,1,Financial District/South Beach,37.789318,-122.400655
0.001584295,16096497,1530 Lombard Street,9/1/2016,17:46:00,9/1/2016,17:49:24,9/1/2016,19:04:52,San Francisco,94123,B04,16,Marina,37.801095,-122.426734
0.001588748,16126900,Junipero Serra Bl/ocean Avenue,11/13/2016,11:36:34,11/13/2016,11:45:14,11/13/2016,11:54:21,San Francisco,94127,B08,39,West of Twin Peaks,37.731031,-122.471797
0.001592578,17122339,0 Van Ness Avenue,10/18/2017,8:19:00,10/18/2017,8:24:51,10/18/2017,9:53:45,San Francisco,94109,B04,38,Pacific Heights,37.791289,-122.422517
0.00161059,16118848,35th Av/vicente Street,10/25/2016,12:18:33,10/25/2016,12:28:46,10/25/2016,12:33:48,San Francisco,94116,B08,18,Sunset/Parkside,37.738566,-122.492575
0.001614922,16066405,39 Woodland Avenue,6/17/2016,1:07:29,6/17/2016,1:14:33,6/17/2016,1:38:15,San Francisco,94117,B05,12,Inner Sunset,37.763821,-122.45349
0.001618659,17001487,1510 Eddy Street,1/4/2017,4:56:58,1/4/2017,5:02:06,1/4/2017,5:13:14,San Francisco,94115,B05,5,Western Addition,37.781467,-122.432579
0.001626264,17120062,689 Minna Street,10/12/2017,17:46:32,10/12/2017,17:53:05,10/12/2017,17:54:23,San Francisco,94103,B02,1,South of Market,37.777111,-122.412391
0.001635777,17087162,1871 Eddy Street,7/26/2017,23:31:42,7/26/2017,23:35:04,7/27/2017,0:26:35,San Francisco,94115,B05,5,Western Addition,37.780586,-122.438402
0.001647413,16077127,8th St/mission Street,7/13/2016,15:33:10,7/13/2016,15:37:57,7/13/2016,15:38:29,San Francisco,94103,B02,36,South of Market,37.777456,-122.413161
0.001676698,17055030,1800 Folsom Street,5/9/2017,12:14:13,5/9/2017,12:21:13,5/9/2017,13:19:56,San Francisco,94103,B02,7,Mission,37.767852,-122.416105
0.001682587,17016355,127 Ellis Street,2/7/2017,2:40:15,2/7/2017,2:44:46,2/7/2017,2:46:07,San Francisco,94102,B03,1,Tenderloin,37.785357,-122.408366
0.001685368,17066469,405 Serrano Drive,6/6/2017,19:17:55,6/6/2017,19:22:26,6/6/2017,19:31:13,San Francisco,94132,B08,19,Lakeshore,37.718991,-122.481573
0.001688732,16068240,1338 Powell Street,6/21/2016,14:47:39,6/21/2016,14:47:39,6/21/2016,14:52:38,San Francisco,94133,B01,2,Chinatown,37.797032,-122.410101
0.00169273,17003872,Brotherhood Wy/lake Merced Bl,1/8/2017,22:09:56,1/8/2017,22:17:56,1/8/2017,22:18:50,San Francisco,94132,B08,19,Lakeshore,37.714695,-122.485226
0.001693802,17075292,97 Middle Point Road,6/27/2017,11:01:40,6/27/2017,11:08:09,6/27/2017,11:19:45,San Francisco,94124,B10,25,Bayview Hunters Point,37.735352,-122.37933
0.00172461,16120017,34 Presidio Trail,10/28/2016,10:31:03,10/28/2016,10:38:00,10/28/2016,10:41:36,San Francisco,94118,B07,10,Inner Richmond,37.787846,-122.461433
0.001752259,16140532,Church St/market Street,12/16/2016,7:56:36,12/16/2016,8:00:25,12/16/2016,8:14:19,San Francisco,94114,B02,6,Castro/Upper Market,37.767502,-122.42895
0.00175538,16108390,779 Foerster Street,9/29/2016,23:26:32,9/29/2016,23:32:47,9/29/2016,23:40:43,San Francisco,94127,B09,15,West of Twin Peaks,37.735417,-122.44898
0.001772186,17070425,2001 Van Ness Avenue,6/16/2017,14:47:37,6/16/2017,14:52:35,6/16/2017,15:09:43,San Francisco,94109,B04,38,Pacific Heights,37.793991,-122.423148
0.001804569,16093794,52 Page Street,8/25/2016,17:56:31,8/25/2016,17:59:23,8/25/2016,18:06:11,San Francisco,94102,B02,36,Hayes Valley,37.774284,-122.421386
0.001828503,17129462,0 Mission Street,11/4/2017,1:40:28,11/4/2017,1:46:21,11/4/2017,1:48:44,San Francisco,94103,B03,1,South of Market,37.784479,-122.40427
0.001842393,16046458,914,4/26/2016,12:13:39,4/26/2016,12:22:44,4/26/2016,13:50:17,San Francisco,94121,B07,14,Lincoln Park,37.786757,-122.494645
0.001855853,16121402,350 University Street,10/31/2016,13:58:53,10/31/2016,14:04:01,10/31/2016,14:13:01,San Francisco,94134,B09,42,Portola,37.72575,-122.413848
0.001866522,17037045,72 Winfield Street,3/28/2017,0:44:55,3/28/2017,0:50:29,3/28/2017,1:04:54,San Francisco,94110,B06,11,Bernal Heights,37.744046,-122.417651
0.001871003,16025003,350 Harbor Road,3/3/2016,9:35:35,3/3/2016,9:40:11,3/3/2016,9:44:08,San Francisco,94124,B10,25,Bayview Hunters Point,37.733668,-122.380658
0.001872458,17141658,350 Sloat Bl,12/4/2017,14:05:24,12/4/2017,14:09:20,12/4/2017,14:13:31,San Francisco,94132,B08,19,Sunset/Parkside,37.734685,-122.475642
0.001903517,16076908,169 Steuart Street,7/13/2016,1:11:17,7/13/2016,1:17:15,7/13/2016,1:56:45,San Francisco,94105,B03,35,Financial District/South Beach,37.792699,-122.391982
0.001918271,17149248,1001 17th Street,12/22/2017,14:39:36,12/22/2017,14:42:25,12/22/2017,15:28:59,San Francisco,94107,B03,29,Potrero Hill,37.765232,-122.393931
0.001947022,16140588,255 Woodside Avenue,12/16/2016,10:46:39,12/16/2016,10:54:11,12/16/2016,11:19:53,San Francisco,94131,B08,39,Twin Peaks,37.746096,-122.454494
0.002024249,17120437,2001 Rivera Street,10/13/2017,17:25:39,10/13/2017,17:28:55,10/13/2017,17:36:49,San Francisco,94116,B08,18,Sunset/Parkside,37.746186,-122.487815
0.002034954,17092380,73 Parker Avenue,8/9/2017,10:43:22,8/9/2017,10:52:33,8/9/2017,10:58:30,San Francisco,94118,B07,10,Presidio Heights,37.784644,-122.454748
0.002049814,17057940,0 Portola Drive,5/16/2017,16:17:18,5/16/2017,16:17:18,5/16/2017,16:48:29,San Francisco,94127,B08,39,West of Twin Peaks,37.740488,-122.459329
0.002049931,17032649,225 Berry Street,3/17/2017,11:27:31,3/17/2017,11:33:16,3/17/2017,11:51:24,San Francisco,94158,B03,8,Mission Bay,37.775284,-122.393871
0.002076441,16036068,Polk St/geary Street,3/31/2016,12:55:04,3/31/2016,12:57:01,3/31/2016,12:57:44,San Francisco,94109,B04,3,Tenderloin,37.785893,-122.41974
0.002088986,17148913,525 Nelson Rising Lane,12/21/2017,18:29:33,12/21/2017,18:32:56,12/21/2017,18:38:37,San Francisco,94158,B03,4,Mission Bay,37.769781,-122.390208
0.002142005,16025937,865 Market Street,3/5/2016,13:28:48,3/5/2016,13:34:26,3/5/2016,13:40:40,San Francisco,94103,B01,1,South of Market,37.783947,-122.407158
0.002156934,16104560,La Salle Av/cashmere Street,9/21/2016,7:57:52,9/21/2016,8:02:28,9/21/2016,8:04:42,San Francisco,94124,B10,17,Bayview Hunters Point,37.735664,-122.387178
0.002158807,17145394,0 24th Street,12/13/2017,9:51:00,12/13/2017,9:53:26,12/13/2017,9:55:58,San Francisco,94110,B06,11,Mission,37.752239,-122.418448
0.002163422,17148374,4141 Geary Bl,12/20/2017,12:14:53,12/20/2017,12:18:27,12/20/2017,12:29:22,San Francisco,94118,B07,31,Inner Richmond,37.78098,-122.46366
0.002167965,16087299,1000 Wisconsin St 2,8/8/2016,14:49:37,8/8/2016,14:53:55,8/8/2016,14:57:56,San Francisco,94107,B10,37,Potrero Hill,37.754672,-122.398775
0.00217997,17006159,1 101nb,1/13/2017,19:21:52,1/13/2017,19:36:27,1/13/2017,20:03:11,Presidio,94129,B04,16,Presidio,37.803419,-122.450525
0.002188418,16099569,Cashmere St/la Salle Avenue,9/9/2016,7:26:30,9/9/2016,7:31:08,9/9/2016,8:36:30,San Francisco,94124,B10,17,Bayview Hunters Point,37.735664,-122.387178
0.002192325,16098395,47 Commer Ct 127,9/6/2016,11:18:12,9/6/2016,11:20:03,9/6/2016,11:32:54,San Francisco,94124,B10,17,Bayview Hunters Point,37.732505,-122.385034
0.002202,17088589,3595 Geary Bl,7/30/2017,15:02:09,7/30/2017,15:05:52,7/30/2017,15:18:05,San Francisco,94118,B07,31,Lone Mountain/USF,37.781232,-122.457969
0.002207563,17115340,2480 Washington Street,10/1/2017,17:28:50,10/1/2017,17:35:14,10/1/2017,18:03:17,San Francisco,94115,B04,38,Pacific Heights,37.791705,-122.434042
